Satisfaction,Age,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Arrival Delay in Minutes,Female,Male,Disloyal Customer,Loyal Customer,Business Travel,Personal Travel,Business,Eco,Eco Plus
1,23,1367,2,2,2,2,5,2,5,5,3,4,2,3,3,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,56,2744,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,46,1840,1,2,2,2,1,1,1,1,2,3,3,4,4,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,41,1729,4,5,4,2,2,4,2,2,1,3,2,2,3,2,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,44,2290,5,5,5,5,5,5,5,4,4,4,4,3,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,57,1694,2,1,1,1,5,3,4,2,2,1,2,1,2,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,25,1179,2,2,2,4,5,2,5,5,4,3,3,1,4,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,52,2384,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,42,3386,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,32,4076,2,2,2,2,4,4,4,4,4,3,3,3,2,4,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,27,1652,3,5,3,3,5,3,5,5,5,1,5,5,5,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,21,1238,2,0,2,1,2,2,4,2,3,2,4,3,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,58,706,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,48,237,1,1,1,1,5,4,3,1,1,1,1,4,1,2,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,23,1173,3,1,3,2,2,3,2,2,2,1,2,1,1,2,40.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,55,3097,0,5,0,2,2,4,5,4,4,4,4,5,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,28,1822,3,5,3,2,4,3,3,4,4,2,5,4,5,4,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,48,660,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,26,1597,3,3,3,4,2,3,3,2,3,2,3,3,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,33,1967,1,4,1,3,2,1,2,2,1,5,4,4,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,61,1685,2,4,2,5,3,2,3,3,5,5,4,3,5,3,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,28,1756,4,1,1,1,4,4,4,4,1,3,2,3,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,7,1817,0,3,0,1,1,0,1,1,1,2,2,1,3,1,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,27,1628,2,5,2,4,4,2,4,4,2,1,3,3,2,4,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,54,2126,5,5,5,2,5,5,5,5,3,3,4,5,5,5,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,68,451,1,4,1,4,4,4,4,5,5,1,5,2,5,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,59,2266,2,4,2,3,4,2,4,4,5,2,3,4,4,4,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,17,1893,1,4,2,4,4,2,4,4,1,3,3,2,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,53,234,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,44,3555,5,5,3,5,3,5,4,3,3,3,3,4,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,45,3795,5,5,5,5,3,5,5,5,5,4,5,4,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,47,1678,1,1,1,1,4,4,4,4,4,4,4,3,4,4,59.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,59,852,1,1,1,1,2,5,5,3,3,3,3,4,3,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,41,615,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,31,1478,5,4,4,4,5,5,5,5,5,1,2,2,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,48,455,1,1,1,1,5,2,1,4,4,4,4,5,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,47,251,3,3,3,3,4,4,5,5,5,5,5,5,5,3,15.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,47,2415,1,5,2,3,4,2,4,4,5,3,4,5,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,40,1071,2,2,2,2,4,5,4,4,4,5,4,5,4,3,36.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,54,1867,4,1,1,1,4,4,4,4,2,4,5,3,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,17,2453,4,5,5,4,5,4,5,5,3,1,5,5,2,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,59,1838,4,1,1,1,4,4,4,4,2,4,4,1,3,4,15.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,42,2002,3,5,5,5,3,3,3,3,3,2,3,2,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,36,244,4,4,4,4,5,5,4,5,5,5,5,3,5,5,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,56,3487,3,3,3,3,4,4,5,5,5,5,5,4,5,3,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,26,2171,1,1,1,1,2,3,5,5,5,5,5,4,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,53,2732,2,2,2,2,5,4,4,4,4,4,3,5,4,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,26,1121,5,5,4,5,5,5,3,5,2,3,5,3,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,32,3711,1,1,1,1,4,4,4,4,2,5,3,4,4,4,47.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,30,2239,2,5,1,3,2,1,2,2,4,3,5,5,5,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,62,3972,2,3,3,3,2,2,2,2,2,2,2,3,2,1,75.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,40,3781,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,21,2097,5,2,2,2,5,5,3,5,4,5,4,4,2,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,39,2573,3,3,3,3,2,4,5,5,5,5,5,4,5,3,24.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,895,4,3,4,3,3,3,3,4,4,4,4,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,1290,1,1,1,1,4,4,5,4,4,4,4,5,4,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,42,273,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,25,2370,3,3,3,3,3,5,5,3,3,3,3,5,3,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,30,1589,3,3,3,3,1,3,1,1,3,3,4,1,3,1,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,58,1653,4,4,4,5,2,4,2,2,5,4,5,5,4,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,54,2802,2,4,4,4,2,4,4,2,2,2,2,2,2,3,14.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,44,916,0,5,0,1,2,4,4,4,4,4,4,3,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,58,438,4,4,4,4,4,4,4,4,5,2,2,2,5,4,31.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,11,2574,2,2,2,3,3,2,3,3,1,3,2,4,3,3,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,37,3825,2,2,2,2,3,5,5,5,5,5,5,3,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,1136,3,3,4,3,4,4,4,4,3,2,4,2,3,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,50,550,5,3,5,5,2,5,4,5,5,5,5,4,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,49,815,1,1,1,1,4,5,5,4,4,5,4,3,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,39,3251,5,5,5,5,3,4,5,4,4,4,5,3,4,4,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,73,1405,4,3,2,2,4,4,4,4,1,3,3,4,2,4,64.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,27,2019,3,5,3,3,1,3,1,1,5,5,5,3,4,1,104.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,51,3000,2,2,2,2,5,4,5,3,3,3,3,4,3,5,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,54,2502,5,2,2,2,4,2,1,5,5,5,5,1,5,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,33,2950,3,4,4,4,1,1,3,1,2,1,3,2,3,1,27.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,51,2530,4,4,5,4,4,4,5,4,4,4,4,4,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,41,3747,4,4,4,4,5,5,4,5,5,5,5,5,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,14,1869,4,4,4,2,4,4,1,4,4,1,3,4,1,4,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,1409,1,1,1,1,4,3,2,4,4,4,4,2,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,46,2173,3,1,4,1,3,3,3,4,3,3,3,3,3,3,171.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,22,1930,4,3,3,3,4,4,4,4,3,3,2,2,1,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,61,2451,2,3,3,3,2,2,2,2,1,4,3,1,3,2,57.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,33,2405,0,0,0,2,5,5,4,2,2,2,5,4,2,4,31.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,33,1823,2,2,2,2,4,4,4,4,5,4,4,4,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,59,3938,3,3,4,3,2,4,5,4,4,4,4,5,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,53,2484,3,4,3,3,5,3,5,5,1,5,4,4,4,5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,30,3664,3,3,3,3,5,5,5,5,1,5,1,2,5,5,47.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,28,2852,4,4,4,3,5,4,3,5,4,5,3,2,4,5,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,50,90,1,4,4,4,4,4,3,1,1,1,1,4,1,2,40.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,47,467,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,45,1436,5,5,4,5,2,4,4,5,5,5,5,5,5,3,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,33,2081,4,4,4,3,3,4,3,3,4,4,5,5,4,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,49,807,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,25,2396,2,2,2,5,3,2,3,3,2,3,4,5,2,3,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,13,1079,3,3,5,3,3,5,5,4,4,4,4,4,4,5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,21,1799,3,3,3,4,2,3,2,2,4,4,3,2,3,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,27,2369,2,2,2,2,4,4,4,4,4,3,4,2,5,4,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,52,2408,3,3,3,3,4,3,4,4,4,5,3,1,1,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,24,1504,2,3,2,1,5,2,5,5,3,3,2,1,3,5,37.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,36,2476,2,5,2,3,2,5,5,5,5,5,5,5,5,5,141.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,49,2340,4,4,5,1,2,5,2,2,3,4,2,3,4,2,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,25,2078,4,2,4,4,1,3,4,3,3,4,3,2,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,33,1689,1,5,1,3,5,1,5,5,5,4,4,3,5,5,83.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,18,1970,3,5,3,1,2,3,2,2,3,4,5,3,5,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,20,3194,5,5,5,5,3,5,4,5,5,5,5,2,5,4,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,18,1628,1,0,1,1,3,1,3,3,2,1,5,4,1,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,61,3383,1,1,1,1,3,5,5,5,5,5,5,4,5,5,15.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,66,3085,2,3,2,3,2,1,4,4,5,3,4,4,3,4,187.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,30,3178,1,1,1,1,5,5,4,5,5,5,5,5,5,5,17.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,66,1846,2,5,2,2,5,2,5,5,3,5,4,5,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,55,1760,5,5,5,5,4,5,5,4,4,4,4,3,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,23,2243,5,0,5,1,1,5,1,1,3,2,5,3,4,1,55.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,54,1743,3,3,2,3,3,5,4,4,4,5,4,4,4,4,77.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,23,2862,4,4,4,3,4,4,4,4,2,5,3,2,5,4,34.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,59,3459,1,1,1,1,4,5,4,5,5,5,5,5,5,3,55.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,28,2703,4,5,4,2,3,4,3,3,3,2,4,5,4,3,39.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,17,1660,3,2,3,4,5,3,5,5,2,4,4,4,4,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,35,833,4,1,4,2,5,4,5,5,3,4,2,1,2,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,25,1699,2,3,3,5,3,3,3,3,4,1,5,2,1,3,52.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,39,1010,3,1,3,3,2,3,2,2,1,3,3,4,3,2,97.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,18,2773,5,3,5,3,5,5,4,5,5,2,5,3,5,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,55,1011,2,2,2,2,3,4,3,2,2,2,2,2,2,4,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,25,3654,3,2,3,4,5,3,5,5,4,3,3,4,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,39,2752,5,5,5,5,5,4,5,5,5,5,5,4,5,4,65.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,64,589,4,5,4,1,2,5,5,5,5,4,5,5,5,5,8.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,50,3216,3,1,4,4,2,4,2,2,1,2,2,1,3,2,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,56,1890,2,5,2,3,4,2,4,4,1,5,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,44,1834,2,2,2,4,3,2,4,3,2,2,4,2,3,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,11,2294,5,4,5,2,3,5,3,3,3,5,4,5,4,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,56,514,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,37,1522,3,5,5,5,3,3,3,3,3,2,4,2,4,3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,27,1318,4,3,4,3,5,4,1,5,3,2,4,4,4,5,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,24,4986,3,3,3,3,3,4,4,3,3,5,2,3,1,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,16,1083,5,0,5,4,5,5,5,5,5,3,4,3,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,35,1627,1,1,5,1,3,5,4,4,4,4,4,5,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,59,1611,3,2,2,2,3,3,3,3,3,3,3,4,3,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,34,1273,2,3,2,3,5,2,5,5,4,1,3,3,4,5,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,21,4801,2,2,2,2,4,4,4,4,3,4,4,4,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,56,2462,3,3,5,3,2,4,4,4,4,4,4,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,42,465,2,1,5,1,3,4,3,2,2,2,2,1,2,1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,29,2455,2,2,2,3,4,2,4,4,3,2,5,3,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,40,1081,4,4,3,4,4,3,4,4,3,2,2,2,4,4,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,54,2449,3,3,1,3,2,4,4,4,4,5,4,5,4,3,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,41,1861,1,1,1,1,4,5,5,4,4,4,4,4,4,5,22.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,26,2315,4,4,4,5,5,4,5,5,2,3,5,4,2,5,36.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,43,3018,3,3,2,3,3,1,4,4,4,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,28,1296,4,4,0,1,2,0,2,2,3,2,4,5,4,2,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,18,2198,1,1,1,1,1,2,2,5,5,3,5,2,2,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,32,3710,2,5,5,5,2,2,2,2,3,1,3,2,3,2,18.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,35,1918,2,0,3,3,2,3,4,2,1,4,2,1,3,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,54,697,3,3,3,3,4,4,5,4,4,4,4,4,4,4,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,47,2718,4,4,4,4,3,4,3,3,1,1,2,5,4,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,40,591,1,1,1,1,4,5,5,5,5,5,5,3,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,62,554,4,5,4,1,3,5,5,3,3,4,4,4,3,5,47.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,41,2168,1,1,1,1,2,4,5,5,5,5,5,4,5,5,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,26,2112,4,4,4,3,2,4,2,2,4,4,5,5,5,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,47,74,2,2,2,2,1,5,1,4,4,4,3,1,4,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,55,2563,1,1,1,1,5,4,4,4,4,4,4,4,4,3,12.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,32,3478,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,31,1877,1,1,1,3,5,1,5,5,1,3,4,1,3,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,26,2038,5,3,3,3,5,5,5,5,2,4,5,3,2,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,18,2245,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,23,2429,5,5,5,4,4,5,2,4,5,4,4,4,5,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,20,4153,5,5,4,5,3,3,3,3,4,4,5,4,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,23,1971,4,4,4,3,3,4,3,3,4,2,4,3,4,3,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,9,2541,2,2,2,2,3,5,5,4,4,5,4,3,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,27,1827,3,2,4,2,3,3,3,3,1,5,3,2,4,3,47.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,14,1583,2,3,2,3,1,2,1,1,5,5,3,1,2,1,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,21,2028,2,3,2,2,2,2,5,2,1,3,5,1,2,2,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,47,3116,3,4,4,4,3,2,3,3,3,3,3,2,3,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,27,1879,4,4,4,5,1,4,1,1,3,3,5,4,4,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,41,392,4,4,4,4,3,5,4,3,3,4,3,4,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,62,2863,1,1,1,1,3,1,3,3,3,4,5,1,4,3,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,48,2370,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,48,368,2,4,4,4,5,4,3,2,2,2,2,1,2,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,59,668,4,4,4,4,5,4,5,4,4,4,4,3,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,33,1560,5,3,3,3,5,5,5,5,3,2,3,4,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,25,2152,3,3,3,3,2,3,3,2,4,4,4,3,5,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,42,2050,2,2,4,2,4,5,4,4,4,4,4,4,4,4,20.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,52,1017,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,26,4502,1,1,1,1,4,4,4,4,4,4,4,3,4,4,11.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,25,4014,4,4,4,4,5,5,5,5,3,2,5,3,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,51,1897,4,4,4,4,5,5,4,5,5,5,5,4,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,44,2527,3,4,3,4,3,3,3,3,5,3,5,5,5,3,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,14,1646,5,4,5,4,4,5,4,4,5,2,5,4,5,4,32.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
